wine_id,taster_number,points
32072,20,88
32073,19,88
32074,16,88
32075,20,88
32076,13,88
32077,20,88
32078,20,88
32079,20,88
32080,13,88
32081,15,88
32082,13,89
32083,1,89
32084,13,89
32085,15,89
32086,15,89
32087,1,89
32088,19,89
32089,16,89
32090,16,89
32091,13,89
32092,16,89
32093,16,89
32094,3,89
32095,13,89
32096,12,89
32097,9,89
32098,1,89
32099,9,89
32100,1,89
32101,1,89
32102,15,89
32103,16,89
32104,1,89
32105,15,89
32106,1,89
32107,1,89
32108,10,89
32109,13,89
32110,13,89
32111,15,89
32112,1,88
32113,1,88
32114,1,88
32115,16,88
32116,20,88
32117,13,88
32118,1,88
32119,1,88
32120,17,88
32121,16,88
32122,15,88
32123,16,88
32124,13,88
32125,19,88
32126,19,88
32127,16,88
32128,16,88
32129,12,88
32130,9,88
32131,4,88
32132,20,88
32133,13,88
32134,1,88
32135,3,88
32136,12,88
32137,16,88
32138,15,88
32139,15,88
32140,1,88
32141,3,88
32142,20,86
32143,20,86
32144,13,86
32145,15,86
32146,15,86
32147,20,86
32148,13,86
32149,13,86
32150,20,86
32151,19,86
32152,20,86
32153,16,86
32154,20,86
32155,11,86
32156,20,86
32157,20,86
32158,20,86
32159,17,86
32160,19,86
32161,10,86
32162,1,86
32163,13,86
32164,3,86
32165,13,86
32166,17,86
32167,19,86
32168,1,86
32169,16,86
32170,13,86
32171,13,86
32172,1,86
32173,1,86
32174,10,86
32175,16,86
32176,17,86
32177,17,86
32178,16,86
32179,16,86
32180,16,86
32181,12,86
32182,19,86
32183,16,86
32184,1,86
32185,17,86
32186,1,86
32187,10,86
32188,17,86
32189,20,93
32190,20,93
32191,20,93
32192,20,93
32193,20,93
32194,20,93
32195,16,93
32196,20,93
32197,20,93
32198,20,93
32199,16,93
32200,15,93
32201,20,93
32202,15,93
32203,15,93
32204,20,93
32205,15,93
32206,15,93
32207,20,93
32208,15,93
32209,15,85
32210,16,85
32211,3,85
32212,15,85
32213,17,85
32214,1,85
32215,16,85
32216,3,85
32217,1,85
32218,18,85
32219,15,85
32220,1,85
32221,16,85
32222,15,85
32223,19,85
32224,3,85
32225,3,85
32226,3,85
32227,18,85
32228,9,85
32229,15,85
32230,16,85
32231,13,85
32232,19,85
32233,9,84
32234,1,84
32235,13,84
32236,16,84
32237,10,84
32238,4,94
32239,4,94
32240,4,94
32241,4,94
32242,4,94
32243,4,94
32244,19,94
32245,16,94
32246,12,94
32247,4,94
32248,19,94
32249,12,94
32250,4,94
32251,4,94
32252,4,94
32253,4,94
32254,16,94
32255,4,94
32256,4,94
32257,19,94
32258,15,94
32259,19,94
32260,19,94
32261,19,93
32262,4,93
32263,10,93
32264,19,93
32265,15,93
32266,16,93
32267,15,93
32268,17,93
32269,19,93
32270,19,93
32271,19,93
32272,16,93
32273,1,93
32274,15,93
32275,16,93
32276,1,93
32277,16,93
32278,16,93
32279,16,93
32280,1,93
32281,1,93
32282,19,93
32283,12,93
32284,15,93
32285,16,93
32286,19,93
32287,12,93
32288,1,92
32289,1,92
32290,12,92
32291,19,92
32292,20,88
32293,20,88
32294,20,88
32295,20,88
32296,13,88
32297,10,88
32298,10,88
32299,16,88
32300,20,88
32301,10,88
32302,13,88
32303,16,88
32304,15,88
32305,10,88
32306,20,88
32307,20,88
32308,13,88
32309,13,88
32310,13,88
32311,20,88
32312,10,88
32313,15,88
32314,10,88
32315,16,88
32316,16,91
32317,20,91
32318,16,91
32319,20,91
32320,16,91
32321,20,91
32322,15,91
32323,16,91
32324,13,91
32325,16,91
32326,20,91
32327,15,91
32328,16,91
32329,16,91
32330,20,91
32331,16,91
32332,15,91
32333,16,91
32334,17,89
32335,17,89
32336,17,89
32337,9,89
32338,12,89
32339,16,89
32340,12,89
32341,15,89
32342,1,89
32343,9,89
32344,10,89
32345,10,89
32346,13,89
32347,13,89
32348,17,89
32349,4,89
32350,15,89
32351,4,89
32352,15,89
32353,15,89
32354,8,89
32355,12,89
32356,16,89
32357,8,89
32358,9,89
32359,4,89
32360,1,89
32361,3,89
32362,17,89
32363,17,89
32364,16,87
32365,16,87
32366,16,87
32367,16,87
32368,16,87
32369,16,87
32370,16,87
32371,16,87
32372,16,87
32373,16,87
32374,16,87
32375,13,87
32376,19,87
32377,16,87
32378,4,87
32379,3,87
32380,16,87
32381,9,87
32382,12,87
32383,19,87
32384,16,87
32385,1,87
32386,13,87
32387,3,87
32388,3,87
32389,1,87
32390,9,87
32391,13,87
32392,9,87
32393,3,87
32394,19,91
32395,1,91
32396,16,91
32397,16,91
32398,16,91
32399,3,91
32400,16,91
32401,12,91
32402,19,91
32403,19,91
32404,13,91
32405,17,91
32406,1,91
32407,19,91
32408,12,91
32409,9,91
32410,16,91
32411,19,91
32412,12,91
32413,16,91
32414,14,91
32415,9,91
32416,19,91
32417,1,91
32418,16,91
32419,1,91
32420,14,91
32421,16,91
32422,1,91
32423,8,89
32424,1,89
32425,19,89
32426,1,89
32427,1,89
32428,13,89
32429,1,89
32430,13,89
32431,8,89
32432,19,89
32433,9,89
32434,10,89
32435,12,89
32436,1,89
32437,12,89
32438,1,89
32439,14,89
32440,1,89
32441,16,89
32442,16,89
32443,8,89
32444,8,89
32445,8,89
32446,15,89
32447,13,89
32448,16,89
32449,1,89
32450,10,89
32451,1,89
32452,15,89
32453,16,90
32454,16,90
32455,16,90
32456,16,90
32457,16,90
32458,16,90
32459,16,90
32460,16,90
32461,16,90
32462,15,90
32463,13,90
32464,1,90
32465,4,90
32466,12,90
32467,19,90
32468,1,90
32469,1,90
32470,4,90
32471,4,90
32472,4,90
32473,4,90
32474,3,90
32475,19,90
32476,1,90
32477,19,90
32478,12,90
32479,9,90
32480,1,90
32481,3,90
32482,1,90
32483,12,92
32484,12,92
32485,16,92
32486,16,92
32487,12,92
32488,16,92
32489,9,92
32490,13,92
32491,16,92
32492,1,92
32493,1,92
32494,12,92
32495,12,92
32496,16,95
32497,20,94
32498,16,94
32499,16,94
32500,16,94
32501,20,94
32502,16,94
32503,16,94
32504,16,94
32505,20,94
32506,16,93
32507,16,93
32508,16,93
32509,16,93
32510,16,93
32511,20,93
32512,20,92
32513,20,92
32514,18,84
32515,13,84
32516,15,84
32517,18,84
32518,18,84
32519,20,84
32520,20,84
32521,20,84
32522,18,84
32523,13,84
32524,20,84
32525,20,84
32526,20,84
32527,10,84
32528,20,84
32529,15,84
32530,20,84
32531,20,84
32532,13,84
32533,13,84
32534,20,84
32535,13,84
32536,20,84
32537,20,84
32538,20,93
32539,20,93
32540,20,93
32541,20,93
32542,20,93
32543,15,93
32544,20,93
32545,20,93
32546,20,93
32547,20,93
32548,20,93
32549,15,92
32550,16,92
32551,20,92
32552,20,92
32553,20,92
32554,16,92
32555,20,92
32556,20,92
32557,20,92
32558,12,86
32559,17,86
32560,16,86
32561,12,86
32562,16,86
32563,3,86
32564,13,86
32565,13,86
32566,1,86
32567,17,86
32568,9,86
32569,1,86
32570,12,86
32571,1,86
32572,13,86
32573,1,86
32574,16,86
32575,16,86
32576,16,86
32577,13,86
32578,13,86
32579,16,86
32580,3,86
32581,17,86
32582,13,86
32583,9,86
32584,9,86
32585,13,86
32586,19,86
32587,17,86
32588,16,87
32589,16,87
32590,12,87
32591,9,87
32592,13,87
32593,1,87
32594,1,87
32595,16,87
32596,13,87
32597,16,87
32598,16,87
32599,16,87
32600,4,87
32601,12,87
32602,19,87
32603,16,87
32604,16,87
32605,1,87
32606,16,87
32607,19,87
32608,16,87
32609,13,87
32610,1,87
32611,15,87
32612,13,87
32613,13,87
32614,19,87
32615,15,87
32616,13,87
32617,20,87
32618,20,87
32619,20,87
32620,20,87
32621,10,87
32622,13,87
32623,16,87
32624,20,87
32625,20,87
32626,16,87
32627,13,87
32628,13,87
32629,13,87
32630,20,87
32631,20,87
32632,20,87
32633,10,87
32634,16,87
32635,16,87
32636,20,87
32637,15,87
32638,20,87
32639,20,87
32640,20,87
32641,20,87
32642,13,87
32643,20,87
32644,20,87
32645,20,87
32646,16,87
32647,20,87
32648,20,87
32649,20,87
32650,20,87
32651,20,87
32652,16,87
32653,20,87
32654,20,87
32655,20,87
32656,16,87
32657,16,87
32658,15,87
32659,15,87
32660,15,87
32661,20,87
32662,13,87
32663,13,87
32664,11,87
32665,20,87
32666,16,87
32667,16,87
32668,15,87
32669,20,87
32670,20,87
32671,20,87
32672,20,87
32673,13,87
32674,10,87
32675,16,87
32676,20,87
32677,16,87
32678,13,87
32679,20,87
32680,16,87
32681,20,87
32682,20,87
32683,15,87
32684,20,87
32685,20,87
32686,20,87
32687,20,87
32688,11,87
32689,11,87
32690,13,87
32691,20,87
32692,20,87
32693,13,87
32694,1,90
32695,15,90
32696,16,90
32697,9,90
32698,12,90
32699,19,90
32700,16,90
32701,12,90
32702,12,90
32703,12,90
32704,15,90
32705,15,90
32706,1,90
32707,16,90
32708,16,90
32709,16,90
32710,16,90
32711,16,90
32712,16,90
32713,12,90
32714,19,90
32715,15,89
32716,15,89
32717,12,89
32718,13,89
32719,16,89
32720,1,89
32721,12,89
32722,19,89
32723,19,89
32724,9,90
32725,13,90
32726,15,90
32727,9,90
32728,9,90
32729,13,90
32730,1,90
32731,15,90
32732,3,90
32733,19,90
32734,9,90
32735,13,90
32736,1,90
32737,12,90
32738,15,90
32739,1,90
32740,13,90
32741,16,90
32742,16,90
32743,1,90
32744,16,90
32745,1,90
32746,19,90
32747,15,90
32748,15,90
32749,13,90
32750,16,90
32751,1,90
32752,1,90
32753,1,90
32754,20,84
32755,20,84
32756,3,84
32757,20,84
32758,13,84
32759,20,84
32760,20,84
32761,16,84
32762,16,84
32763,16,84
32764,19,84
32765,13,84
32766,13,84
32767,13,84
32768,19,84
32769,20,84
32770,15,84
32771,16,84
32772,16,84
32773,16,84
32774,13,84
32775,16,84
32776,16,84
32777,16,84
32778,13,84
32779,20,84
32780,20,84
32781,13,84
32782,20,84
32783,1,90
32784,12,90
32785,19,90
32786,19,90
32787,19,90
32788,12,90
32789,17,90
32790,17,90
32791,19,90
32792,9,90
32793,19,90
32794,16,90
32795,1,90
32796,19,90
32797,19,90
32798,1,90
32799,1,90
32800,12,90
32801,17,90
32802,1,90
32803,10,90
32804,19,90
32805,19,90
32806,1,90
32807,19,90
32808,15,90
32809,16,90
32810,16,90
32811,16,90
32812,3,90
32813,13,87
32814,16,87
32815,1,87
32816,19,87
32817,16,87
32818,1,87
32819,1,87
32820,4,87
32821,16,87
32822,12,87
32823,16,87
32824,13,87
32825,19,87
32826,16,87
32827,1,87
32828,16,87
32829,16,87
32830,16,87
32831,16,87
32832,13,87
32833,13,87
32834,19,87
32835,1,87
32836,19,87
32837,16,87
32838,16,87
32839,16,87
32840,16,87
32841,15,87
32842,12,87
32843,20,89
32844,15,89
32845,15,89
32846,20,89
32847,16,89
32848,16,89
32849,16,89
32850,16,89
32851,10,89
32852,13,89
32853,20,89
32854,18,89
32855,20,89
32856,15,89
32857,16,89
32858,16,89
32859,13,89
32860,15,89
32861,15,89
32862,10,89
32863,13,89
32864,16,89
32865,13,89
32866,16,89
32867,16,89
32868,10,89
32869,15,89
32870,20,89
32871,16,89
32872,20,92
32873,16,92
32874,15,92
32875,15,92
32876,20,92
32877,20,92
32878,20,92
32879,20,92
32880,15,92
32881,16,92
32882,16,92
32883,15,92
32884,20,92
32885,16,92
32886,20,92
32887,16,92
32888,20,92
32889,13,92
32890,20,92
32891,16,92
32892,16,91
32893,16,91
32894,16,91
32895,16,91
32896,12,91
32897,19,91
32898,12,91
32899,17,91
32900,12,91
32901,1,91
32902,16,91
32903,1,91
32904,19,91
32905,12,91
32906,16,89
32907,16,89
32908,20,89
32909,10,89
32910,16,89
32911,13,89
32912,10,89
32913,20,89
32914,13,88
32915,13,88
32916,10,88
32917,16,88
32918,16,88
32919,15,88
32920,20,88
32921,20,88
32922,20,88
32923,13,88
32924,13,88
32925,20,88
32926,20,88
32927,20,88
32928,20,88
32929,10,88
32930,20,88
32931,13,88
32932,16,88
32933,20,88
32934,13,88
32935,13,88
32936,15,87
32937,13,87
32938,20,87
32939,20,87
32940,10,87
32941,18,87
32942,15,87
32943,18,87
32944,10,87
32945,20,87
32946,20,87
32947,18,87
32948,13,87
32949,20,87
32950,20,87
32951,20,87
32952,10,87
32953,20,87
32954,20,87
32955,18,87
32956,20,87
32957,16,87
32958,20,87
32959,20,87
32960,20,87
32961,18,87
32962,3,90
32963,12,90
32964,19,90
32965,12,90
32966,12,90
32967,4,90
32968,3,90
32969,15,90
32970,9,90
32971,3,90
32972,15,90
32973,13,90
32974,1,90
32975,19,90
32976,16,90
32977,1,90
32978,12,90
32979,19,90
32980,12,90
32981,19,90
32982,13,90
32983,12,90
32984,18,90
32985,13,90
32986,3,90
32987,10,90
32988,12,90
32989,16,90
32990,16,90
32991,4,90
32992,16,85
32993,20,85
32994,20,85
32995,15,85
32996,20,85
32997,19,85
32998,20,85
32999,16,85
33000,16,85
33001,13,85
33002,20,85
33003,13,85
33004,13,85
33005,13,85
33006,20,85
33007,20,85
33008,13,85
33009,20,85
33010,17,85
33011,16,85
33012,20,85
33013,15,85
33014,16,85
33015,15,85
33016,19,84
33017,20,84
33018,20,84
33019,20,84
33020,16,84
33021,20,84
33022,20,87
33023,13,87
33024,13,87
33025,13,87
33026,20,87
33027,20,87
33028,20,87
33029,11,87
33030,20,87
33031,20,87
33032,16,87
33033,20,87
33034,20,87
33035,16,87
33036,20,87
33037,20,87
33038,20,87
33039,20,87
33040,20,87
33041,13,87
33042,20,87
33043,9,87
33044,4,87
33045,13,87
33046,16,87
33047,12,87
33048,11,87
33049,9,87
33050,13,87
33051,16,87
33052,13,87
33053,13,87
33054,16,87
33055,3,87
33056,16,87
33057,13,87
33058,13,87
33059,12,87
33060,16,87
33061,3,87
33062,12,87
33063,19,87
33064,1,87
33065,19,87
33066,12,87
33067,3,87
33068,9,87
33069,12,87
33070,16,87
33071,16,87
33072,16,87
33073,12,88
33074,13,88
33075,17,88
33076,9,88
33077,1,88
33078,3,88
33079,16,88
33080,18,88
33081,19,88
33082,13,88
33083,19,88
33084,1,88
33085,17,88
33086,9,88
33087,12,88
33088,17,88
33089,19,88
33090,17,88
33091,13,88
33092,10,88
33093,13,88
33094,13,88
33095,11,88
33096,12,88
33097,17,88
33098,1,88
33099,17,88
33100,12,88
33101,13,88
33102,17,88
33103,16,84
33104,16,84
33105,13,84
33106,20,84
33107,16,84
33108,16,84
33109,19,84
33110,13,84
33111,20,84
33112,11,84
33113,13,84
33114,20,84
33115,20,84
33116,10,84
33117,19,84
33118,20,84
33119,13,84
33120,19,84
33121,16,84
33122,13,84
33123,13,84
33124,20,84
33125,20,84
33126,13,84
33127,20,84
33128,20,84
33129,18,85
33130,15,85
33131,13,85
33132,16,85
33133,16,85
33134,13,85
33135,13,85
33136,16,85
33137,12,85
33138,10,85
33139,13,85
33140,1,85
33141,15,85
33142,16,85
33143,13,85
33144,13,85
33145,9,85
33146,13,85
33147,13,85
33148,13,85
33149,19,85
33150,13,85
33151,12,85
33152,1,85
33153,16,85
33154,13,85
33155,13,85
33156,1,85
33157,13,85
33158,12,85
33159,16,87
33160,16,87
33161,1,87
33162,16,87
33163,1,87
33164,12,87
33165,16,87
33166,16,87
33167,12,87
33168,12,87
33169,11,87
33170,16,87
33171,13,87
33172,11,87
33173,11,87
33174,3,87
33175,10,87
33176,1,87
33177,12,87
33178,12,87
33179,16,87
33180,12,87
33181,11,87
33182,13,87
33183,19,87
33184,13,87
33185,1,87
33186,17,87
33187,1,87
33188,19,87
33189,9,90
33190,15,90
33191,19,90
33192,12,90
33193,1,90
33194,9,90
33195,15,90
33196,19,90
33197,9,90
33198,9,90
33199,19,90
33200,3,90
33201,19,90
33202,19,90
33203,1,90
33204,13,90
33205,10,90
33206,13,90
33207,1,90
33208,15,90
33209,1,90
33210,19,90
33211,19,90
33212,16,86
33213,1,86
33214,16,86
33215,1,86
33216,1,86
33217,16,86
33218,13,86
33219,13,86
33220,15,86
33221,20,86
33222,1,86
33223,13,86
33224,15,86
33225,20,86
33226,13,86
33227,13,85
33228,13,85
33229,10,85
33230,13,85
33231,20,85
33232,13,85
33233,16,85
33234,13,85
33235,20,85
33236,20,85
33237,20,85
33238,13,85
33239,13,85
33240,3,92
33241,16,92
33242,16,92
33243,12,92
33244,16,92
33245,12,92
33246,19,92
33247,3,92
33248,19,92
33249,12,92
33250,19,92
33251,12,92
33252,16,92
33253,16,92
33254,13,92
33255,16,92
33256,17,92
33257,9,92
33258,15,92
33259,12,92
33260,1,92
33261,12,92
33262,1,92
33263,15,92
33264,16,92
33265,13,92
33266,3,92
33267,16,92
33268,16,92
33269,16,92
33270,16,87
33271,16,87
33272,16,87
33273,16,87
33274,19,87
33275,9,87
33276,1,87
33277,16,87
33278,1,87
33279,12,87
33280,1,87
33281,12,87
33282,1,87
33283,13,87
33284,13,87
33285,15,87
33286,1,87
33287,15,87
33288,1,87
33289,1,87
33290,19,87
33291,16,87
33292,1,87
33293,9,87
33294,3,87
33295,13,87
33296,13,87
33297,1,87
33298,16,87
33299,13,87
33300,16,85
33301,10,85
33302,20,85
33303,20,85
33304,20,85
33305,16,85
33306,20,85
33307,20,85
33308,20,85
33309,13,85
33310,10,85
33311,20,85
33312,10,85
33313,13,84
33314,13,84
33315,20,84
33316,20,84
33317,20,84
33318,20,84
33319,18,84
33320,13,84
33321,20,84
33322,18,84
33323,18,84
33324,13,84
33325,20,84
33326,20,84
33327,13,84
33328,20,84
33329,20,84
33330,20,84
33331,20,84
33332,13,84
33333,20,84
33334,13,84
33335,13,84
33336,13,84
33337,13,84
33338,20,84
33339,18,84
33340,13,84
33341,20,84
33342,16,84
33343,20,84
33344,18,84
33345,16,84
33346,20,84
33347,20,84
33348,20,84
33349,12,88
33350,12,88
33351,19,88
33352,19,88
33353,10,88
33354,16,88
33355,13,88
33356,15,88
33357,15,88
33358,1,88
33359,1,88
33360,15,87
33361,13,87
33362,3,87
33363,10,87
33364,3,87
33365,13,87
33366,18,87
33367,19,87
33368,9,87
33369,13,87
33370,1,87
33371,16,87
33372,16,87
33373,16,87
33374,19,87
33375,9,87
33376,18,87
33377,19,87
33378,16,87
33379,13,81
33380,13,81
33381,13,81
33382,13,81
33383,13,81
33384,19,97
33385,13,97
33386,19,96
33387,16,96
33388,15,96
33389,15,96
33390,19,96
33391,19,95
33392,15,95
33393,1,95
33394,15,95
33395,19,95
33396,3,95
33397,19,95
33398,15,95
33399,16,95
33400,19,95
33401,19,95
33402,1,95
33403,19,95
33404,16,95
33405,12,95
33406,1,94
33407,16,94
33408,13,94
33409,3,88
33410,19,88
33411,17,88
33412,3,88
33413,17,88
33414,19,88
33415,1,88
33416,17,88
33417,1,88
33418,1,88
33419,1,88
33420,3,88
33421,1,88
33422,9,88
33423,16,88
33424,3,88
33425,3,88
33426,13,88
33427,19,88
33428,1,88
33429,4,88
33430,16,88
33431,1,88
33432,9,88
33433,10,88
33434,1,88
33435,16,88
33436,19,88
33437,19,88
33438,16,88
33439,18,88
33440,17,88
33441,3,88
33442,18,88
33443,12,88
33444,16,88
33445,3,88
33446,13,88
33447,9,88
33448,19,88
33449,3,88
33450,12,88
33451,17,88
33452,1,88
33453,3,88
33454,4,88
33455,9,88
33456,17,88
33457,17,88
33458,19,88
33459,9,88
33460,16,88
33461,11,88
33462,4,88
33463,18,88
33464,18,88
33465,17,88
33466,17,88
33467,16,88
33468,19,88
33469,1,87
33470,1,87
33471,1,87
33472,11,87
33473,17,87
33474,12,87
33475,1,87
33476,17,87
33477,17,87
33478,17,87
33479,12,87
33480,17,87
33481,9,87
33482,19,87
33483,3,87
33484,13,87
33485,17,87
33486,16,87
33487,16,87
33488,1,87
33489,11,87
33490,19,87
33491,1,87
33492,19,87
33493,16,87
33494,16,87
33495,12,87
33496,16,87
33497,19,87
33498,9,87
33499,16,86
33500,19,86
33501,13,86
33502,13,86
33503,16,86
33504,10,86
33505,10,86
33506,9,86
33507,1,86
33508,13,86
33509,13,86
33510,13,86
33511,15,86
33512,13,86
33513,15,86
33514,13,86
33515,16,86
33516,16,86
33517,16,86
33518,12,86
33519,9,86
33520,15,86
33521,15,86
33522,1,86
33523,13,86
33524,13,86
33525,13,86
33526,16,86
33527,19,86
33528,13,86
33529,15,92
33530,10,92
33531,19,92
33532,20,92
33533,16,92
33534,16,92
33535,16,92
33536,16,92
33537,20,92
33538,20,92
33539,20,92
33540,16,92
33541,20,92
33542,15,92
33543,15,92
33544,15,92
33545,13,92
33546,16,92
33547,16,92
33548,20,92
33549,20,92
33550,20,92
33551,16,92
33552,19,88
33553,20,88
33554,15,88
33555,3,88
33556,19,88
33557,16,88
33558,13,88
33559,1,88
33560,1,88
33561,19,88
33562,9,88
33563,9,88
33564,16,88
33565,1,88
33566,15,88
33567,9,88
33568,13,88
33569,1,88
33570,11,88
33571,12,88
33572,1,88
33573,1,88
33574,1,88
33575,16,88
33576,20,88
33577,13,88
33578,1,88
33579,1,88
33580,17,88
33581,16,88
33582,20,88
33583,20,88
33584,20,88
33585,3,88
33586,20,88
33587,11,88
33588,20,88
33589,20,88
33590,11,88
33591,10,88
33592,20,88
33593,11,88
33594,20,88
33595,20,88
33596,20,88
33597,13,88
33598,20,88
33599,3,88
33600,20,88
33601,20,88
33602,15,88
33603,20,91
33604,3,91
33605,10,91
33606,20,91
33607,20,91
33608,16,91
33609,16,91
33610,16,91
33611,16,91
33612,16,91
33613,16,91
33614,20,91
33615,13,91
33616,20,91
33617,20,91
33618,16,91
33619,16,91
33620,16,91
33621,16,91
33622,16,91
33623,16,91
33624,16,91
33625,10,91
33626,10,91
33627,10,91
33628,3,91
33629,10,91
33630,1,89
33631,4,89
33632,9,89
33633,19,89
33634,17,89
33635,1,89
33636,19,89
33637,17,89
33638,18,89
33639,17,89
33640,18,89
33641,1,89
33642,9,89
33643,3,89
33644,9,89
33645,12,89
33646,12,89
33647,18,89
33648,12,89
33649,17,89
33650,4,89
33651,4,89
33652,17,89
33653,1,89
33654,4,89
33655,1,89
33656,4,89
33657,13,89
33658,17,89
33659,1,89
33660,16,90
33661,16,90
33662,16,90
33663,16,90
33664,1,90
33665,4,90
33666,4,90
33667,1,90
33668,1,90
33669,19,90
33670,1,90
33671,15,90
33672,12,90
33673,10,90
33674,13,90
33675,19,90
33676,13,90
33677,10,90
33678,10,90
33679,4,90
33680,1,90
33681,1,90
33682,9,90
33683,1,90
33684,1,90
33685,17,90
33686,10,90
33687,10,90
33688,15,90
33689,19,90
33690,16,91
33691,20,91
33692,15,91
33693,20,91
33694,20,91
33695,20,91
33696,15,91
33697,20,91
33698,16,91
33699,19,91
33700,20,91
33701,20,91
33702,20,91
33703,20,91
33704,20,91
33705,20,91
33706,15,91
33707,20,91
33708,20,91
33709,15,91
33710,20,82
33711,20,82
33712,20,82
33713,13,82
33714,20,81
33715,10,81
33716,20,81
33717,20,81
33718,13,81
33719,13,81
33720,10,81
33721,20,81
33722,13,81
33723,10,81
33724,13,81
33725,18,81
33726,20,81
33727,13,86
33728,15,86
33729,19,86
33730,13,86
33731,15,86
33732,20,86
33733,20,86
33734,13,86
33735,13,86
33736,20,86
33737,20,86
33738,15,86
33739,20,86
33740,20,86
33741,20,86
33742,19,86
33743,13,86
33744,16,86
33745,13,86
33746,20,86
33747,20,86
33748,20,86
33749,16,86
33750,13,86
33751,20,86
33752,20,86
33753,16,86
33754,20,86
33755,20,86
33756,20,86
33757,13,90
33758,9,90
33759,17,90
33760,16,90
33761,17,90
33762,16,90
33763,13,90
33764,19,90
33765,12,90
33766,1,90
33767,12,90
33768,9,90
33769,1,90
33770,17,90
33771,17,90
33772,17,90
33773,1,90
33774,17,90
33775,13,90
33776,3,90
33777,17,90
33778,13,90
33779,1,90
33780,12,90
33781,9,90
33782,3,90
33783,13,90
33784,13,90
33785,19,90
33786,13,90
33787,12,94
33788,12,94
33789,16,94
33790,19,94
33791,15,94
33792,1,94
33793,15,93
33794,10,93
33795,13,93
33796,4,93
33797,15,93
33798,19,93
33799,16,93
33800,16,93
33801,12,93
33802,13,93
33803,12,93
33804,12,93
33805,15,93
33806,12,93
33807,12,93
33808,16,93
33809,19,93
33810,13,93
33811,15,93
33812,19,93
33813,9,93
33814,19,93
33815,19,93
33816,16,93
33817,20,88
33818,15,88
33819,16,88
33820,15,88
33821,13,88
33822,20,88
33823,15,88
33824,13,88
33825,10,88
33826,10,88
33827,10,88
33828,10,88
33829,16,88
33830,15,82
33831,20,82
33832,3,81
33833,3,81
33834,13,81
33835,13,81
33836,13,81
33837,13,80
33838,13,80
33839,10,87
33840,20,97
33841,15,97
33842,20,97
33843,20,96
33844,15,96
33845,20,96
33846,15,95
33847,15,95
33848,16,95
33849,16,95
33850,16,95
33851,16,95
33852,16,95
33853,20,95
33854,16,95
33855,20,95
33856,16,95
33857,17,87
33858,19,87
33859,20,87
33860,17,87
33861,17,87
33862,20,87
33863,3,87
33864,1,87
33865,1,87
33866,19,87
33867,20,87
33868,3,87
33869,20,87
33870,4,87
33871,17,87
33872,1,87
33873,1,87
33874,1,87
33875,20,87
33876,20,86
33877,20,86
33878,19,86
33879,19,86
33880,1,86
33881,17,86
33882,3,86
33883,1,86
33884,1,86
33885,1,86
33886,13,86
33887,16,89
33888,16,89
33889,16,89
33890,16,89
33891,16,89
33892,9,89
33893,10,89
33894,4,89
33895,17,89
33896,4,89
33897,14,89
33898,1,89
33899,1,89
33900,13,89
33901,17,89
33902,1,89
33903,17,89
33904,1,89
33905,1,89
33906,1,89
33907,1,89
33908,1,89
33909,1,89
33910,14,89
33911,17,89
33912,17,89
33913,17,89
33914,4,89
33915,16,86
33916,13,86
33917,9,86
33918,1,86
33919,16,86
33920,16,86
33921,9,86
33922,16,86
33923,1,86
33924,19,86
33925,3,86
33926,1,86
33927,1,86
33928,12,86
33929,1,86
33930,1,86
33931,9,86
33932,1,86
33933,16,86
33934,9,86
33935,16,86
33936,16,86
33937,12,86
33938,17,86
33939,16,86
33940,16,86
33941,9,86
33942,13,86
33943,12,86
33944,16,88
33945,15,88
33946,20,88
33947,13,88
33948,20,88
33949,16,88
33950,15,88
33951,20,88
33952,20,88
33953,3,88
33954,13,88
33955,3,88
33956,20,88
33957,16,88
33958,20,88
33959,16,88
33960,20,88
33961,16,88
33962,11,88
33963,16,88
33964,16,88
33965,20,88
33966,20,88
33967,3,88
33968,20,88
33969,13,88
33970,20,88
33971,20,86
33972,20,86
33973,20,86
33974,20,86
33975,20,86
33976,15,86
33977,20,85
33978,10,85
33979,20,85
33980,20,85
33981,15,85
33982,13,85
33983,13,85
33984,13,85
33985,20,85
33986,20,84
33987,13,84
33988,20,84
33989,20,84
33990,13,84
33991,20,84
33992,13,84
33993,13,84
33994,20,84
33995,13,83
33996,13,83
33997,13,91
33998,20,91
33999,15,91
34000,20,91
34001,20,91
34002,20,91
34003,20,91
34004,20,91
34005,10,91
34006,15,91
34007,16,91
34008,13,91
34009,20,91
34010,20,91
34011,13,91
34012,20,91
34013,20,91
34014,20,91
34015,20,91
34016,20,91
34017,20,91
34018,13,91
34019,20,91
34020,20,91
34021,20,91
34022,20,90
34023,20,90
34024,12,87
34025,12,87
34026,19,87
34027,15,87
34028,1,87
34029,19,87
34030,1,87
34031,13,87
34032,13,87
34033,13,87
34034,16,87
34035,1,87
34036,1,87
34037,3,87
34038,3,87
34039,16,87
34040,13,87
34041,10,87
34042,13,87
34043,9,87
34044,13,87
34045,1,87
34046,3,87
34047,13,87
34048,12,89
34049,13,89
34050,19,88
34051,4,88
34052,19,88
34053,17,88
34054,19,88
34055,16,88
34056,17,88
34057,1,88
34058,12,88
34059,12,88
34060,1,88
34061,1,88
34062,1,88
34063,16,88
34064,16,88
34065,16,88
34066,16,88
34067,17,88
34068,17,88
34069,10,88
